Class	Subclass	Order	Suborder	Infraorder/Superfamily	Family	Species_list	Cnidocyte	Type	Reference	synonymous_names_ref	synonymous_names_origtree	notes
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Abyssoprimnoa_gemina						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Narella_bowersi						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Narella_clavata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Narella_versluysi						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Narella_dichotoma						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoa_pacifica						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Parastenella_spinosa						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Fannyella_rossii						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Fannyella_spinosa						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Onogorgia_nodosa						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Arntzia_gracilis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Ophidiogorgia_kuekenthali						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoeides_kuekenthali					[=Digitogorgia_kuekenthali]	
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoeides_sertularoides						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Plumarella_delicatissima						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoella_scotiae						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoella_antarctica						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Mirostenella_articulata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Plumarella_diadema						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_antarctica						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_variabilis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_pendulina						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Plumarella_undulata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_chilensis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_crenelata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_viridis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_grasshoffi						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_laxa						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoella_divaricata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Primnoella_chilensis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Convexella_magelhaenica						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Heptaprimnoa_patagonica						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Dasystenella_acanthina					[=Dasystenella_austasensis]	
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Metafannyella_kuekenthali						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Callogorgia_korema					[=Fanellia_korema]	
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Thouarella_coronata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Callogorgia_euthyeia					[=Fanellia_euthyeia]	
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Callogorgia_medialis					[=Fanellia_medialis]	
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Perissogorgia_monile						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Perissogorgia_vitrea						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Calyptrophora_microdentata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Calyptrophora_wyvillei						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Primnoidae	Calyptrophora_persephone						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Chrysogorgia_chryseis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Chrysogorgia_monticola						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Chrysogorgia_pinnata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Iridogorgia_magnispiralis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Rhodaniridogorgia_fragilis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Iridogorgia_splendens						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Metallogorgia_macrospina						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Metallogorgia_melanotrichos						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Pseudochrysogorgia_bellona						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Radicipes_gracilis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Isidoidae	Isidoides_armata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Helicogorgia_flagellata						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Ifalukellidae	Ifalukella_yanii						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Trichogorgia_capensis						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Chrysogorgiidae	Stephanogorgia_faulkneri						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Acanthogorgiidae	Acanthogorgia_armata					[=Acanthogorgia_granulata]	
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Plexauridae	Paramuricea_biscaya						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Plexauridae	Paramuricea_placomus						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Plexauridae	Alaskagorgia_aleutiana						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Gorgoniidae	Antillogorgia_bipinnata						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Gorgoniidae	Leptogorgia_chilensis						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Gorgoniidae	Leptogorgia_capverdensis						
Anthozoa	Octocorallia	Alcyonacea	Holaxonia	-	Plexauridae	Swiftia_pacifica						
Anthozoa	Octocorallia	Alcyonacea	Protoalcyonaria	-	Taiaroidae	Taiaroa_tauhou						
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Victorgorgiidae	Victorgorgia_alba					[=Anthothela_nuttingi]	
Anthozoa	Octocorallia	Alcyonacea	Stolonifera	-	Clavulariidae	Trachythela_rudis					[=Clavularia_rudis]	
Anthozoa	Octocorallia	Alcyonacea	Stolonifera	-	Nephtheidae	Dendronephthya_sinaiensis						
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Melithaeidae	Melithaea_ochracea						
Anthozoa	Octocorallia	Alcyonacea	Alcyoniina	-	Alcyoniidae	Sarcophyton_trocheliophorum						
Anthozoa	Octocorallia	Alcyonacea	Stolonifera	-	Tubiporidae	Tubipora_musica						
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Paragorgiidae	Paragorgia_arborea	mastigophore	b	Carlgren, 1940			
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Briareidae	Briareum_asbestinum						
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Anthothelidae	Erythropodium_caribaeorum						
Anthozoa	Octocorallia	Alcyonacea	Alcyoniina	-	Alcyoniidae	Eleutherobia_aurea						
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Spongiodermidae	Titanideum_frauenfeldii						
Anthozoa	Octocorallia	Alcyonacea	Alcyoniina	-	Alcyoniidae	Heteropolypus_ritteri					[=Anthomastus_ritteri]	
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Coralliidae	Hemicorallium_ducale					[=Corallium_ducale]	
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Coralliidae	Pleurocorallium_porcellanum					[=Corallium_kishinouyei]	
Anthozoa	Octocorallia	Alcyonacea	Scleraxonia	-	Paragorgiidae	Paragorgia_johnsoni						
Anthozoa	Octocorallia	Alcyonacea	Calcaxonia	-	Ellisellidae	Ellisella_schmitti					[=Ctenocella_schmitti]	
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	mastigophore	b	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	isorhiza	atrichous	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	isorhiza	holotrichous	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	mastigophore	p	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	spirocyst		Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheomorphe_brasiliensis	ptychocyst		Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	mastigophore	b	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	isorhiza	atrichous	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	isorhiza	holotrichous	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	mastigophore	p	Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	spirocyst		Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Ceriantheopsis_americana	ptychocyst		Carlgren, 1940			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	mastigophore	b	Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	isorhiza	atrichous	Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	isorhiza	holotrichous	Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	mastigophore	p	Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	spirocyst		Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Cerianthus_membranaceus	ptychocyst		Schmidt, 1974			
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Pachycerianthus_magnus						
Anthozoa	Ceriantharia	Spirularia	-	-	Cerianthidae	Pachycerianthus_fimbriatus						
Anthozoa	Ceriantharia	Penicillaria	-	-	Arachnactidae	Isarachnanthus_maderensis						
Anthozoa	Ceriantharia	Penicillaria	-	-	Arachnactidae	Isarachnanthus_nocturnus						
Anthozoa	Hexacorallia	Antipatharia	-	-	Aphanipathidae	Acanthopathes_thyoides						
Anthozoa	Hexacorallia	Antipatharia	-	-	Antipathidae	Antipathes_atlantica						
Anthozoa	Hexacorallia	Antipatharia	-	-	Antipathidae	Antipathes_galapagensis						
Anthozoa	Hexacorallia	Antipatharia	-	-	Antipathidae	Cirrhipathes_anguina						
Anthozoa	Hexacorallia	Antipatharia	-	-	Antipathidae	Antipathes_griggi						
Anthozoa	Hexacorallia	Antipatharia	-	-	Aphanipathidae	Aphanipathes_verticillata						
Anthozoa	Hexacorallia	Antipatharia	-	-	Aphanipathidae	Elatopathes_abietina						
Anthozoa	Hexacorallia	Antipatharia	-	-	Aphanipathidae	Phanopathes_expansa						
Anthozoa	Hexacorallia	Antipatharia	-	-	Antipathidae	Stichopathes_spiessi						
Anthozoa	Hexacorallia	Antipatharia	-	-	Myriopathidae	Tanacetipathes_barbadensis						
Anthozoa	Hexacorallia	Antipatharia	-	-	Schizopathidae	Bathypathes_patula						
Anthozoa	Hexacorallia	Antipatharia	-	-	Schizopathidae	Dendrobathypathes_boutillieri						
Anthozoa	Hexacorallia	Antipatharia	-	-	Schizopathidae	Lillipathes_wingi						
Anthozoa	Hexacorallia	Antipatharia	-	-	Schizopathidae	Schizopathes_affinis						
Anthozoa	Hexacorallia	Antipatharia	-	-	Schizopathidae	Dendropathes_bacotaylorae						
Anthozoa	Hexacorallia	Antipatharia	-	-	Cladopathidae	Trissopathes_pseudotristicha						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isoparactis_ferax	isorhiza	basitrichous	Carlgren, 1940	[=Acraspedanthus_elongatus]	[=Acraspedanthus_ferax]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isoparactis_ferax	mastigophore	p	Carlgren, 1940	[=Acraspedanthus_elongatus]	[=Acraspedanthus_ferax]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isoparactis_ferax	spirocyst		Carlgren, 1940	[=Acraspedanthus_elongatus]	[=Acraspedanthus_ferax]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isoparactis_fabiani					[=Paraisanthus_fabiani]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isanthus_capensis	isorhiza	basitrichous	Carlgren, 1940; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isanthus_capensis	mastigophore	p	Carlgren, 1940; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Isanthidae	Isanthus_capensis	spirocyst		Carlgren, 1940; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Actinauge_richardi	isorhiza	basitrichous	Carlgren, 1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Actinauge_richardi	mastigophore	p	Carlgren, 1949 per Laird, 2014			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Actinauge_richardi	spirocyst		Carlgren, 1949 per Laird, 2015			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Hormathia_pectinata						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Allantactis_parasitica	isorhiza	basitrichous	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Allantactis_parasitica	mastigophore	p	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Allantactis_parasitica	spirocyst		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Adamsia_palliata	isorhiza	atrichous	Schmidt, 1974			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Adamsia_palliata	isorhiza	basitrichous	Schmidt, 1974; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Adamsia_palliata	mastigophore	b	Schmidt, 1974			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Adamsia_palliata	mastigophore	p	Schmidt, 1974; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Adamsia_palliata	spirocyst		Schmidt, 1974; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_parasitica	isorhiza	basitrichous	Salleo et al. 1990; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_parasitica	mastigophore	p	Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_parasitica	spirocyst		Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Cricophorus_nutrix	isorhiza	basitrichous	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Cricophorus_nutrix	mastigophore	p	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Cricophorus_nutrix	spirocyst		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Hormathia_armata						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Hormathia_lacunifera						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_japonica	isorhiza	basitrichous	Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_japonica	mastigophore	p	Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_japonica	spirocyst		Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_polypus	isorhiza	basitrichous	Luciana Câmara Gusmão, 2010; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_polypus	mastigophore	p	Luciana Câmara Gusmão, 2010; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_polypus	spirocyst		Luciana Câmara Gusmão, 2010; Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_tricolor	isorhiza	basitrichous	Sandberg, 1972; Salleo et al, 1990; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_tricolor	spirocyst		Sandberg, 1972; Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Hormathiidae	Calliactis_tricolor	mastigophore	p	Luciana Câmara Gusmão, 2010			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Actinoscyphiidae	Actinoscyphia_plebeia	isorhiza	basitrichous	Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Actinoscyphiidae	Actinoscyphia_plebeia	isorhiza	holotrichous	Laird, 2014			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Actinoscyphiidae	Actinoscyphia_plebeia	mastigophore	p	Laird, 2015			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Actinoscyphiidae	Actinoscyphia_plebeia	spirocyst		Laird, 2016			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Galatheanthemidae	Galatheanthemum_profundale						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Nemanthidae	Nemanthus_nitidus	isorhiza	basitrichous	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Nemanthidae	Nemanthus_nitidus	mastigophore	p	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Nemanthidae	Nemanthus_nitidus	spirocyst		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Andvakiidae	Andvakia_boninensis					[=Andvakia_boniensis]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Andvakiidae	Andvakia_discipulorum						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_exlex	isorhiza	basitrichous	Carlgren, 1949 per Laird 2013			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_exlex	mastigophore	p	Carlgren, 1949 per Laird 2014			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_exlex	amastigophore		Carlgren, 1949 per Laird 2015			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_exlex	spirocyst		Carlgren, 1949 per Laird 2016			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_gausapata	isorhiza	basitrichous	Carlgren, 1949 per Laird 2013			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_gausapata	mastigophore	p	Carlgren, 1949 per Laird 2014			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_gausapata	amastigophore		Carlgren, 1949 per Laird 2015			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Phelliidae	Phellia_gausapata	spirocyst		Carlgren, 1949 per Laird 2016			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Halcampidae	Halcampa_duodecimcirrata	spirocyst		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Halcampidae	Halcampa_duodecimcirrata	isorhiza	basitrichous	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Halcampidae	Halcampa_duodecimcirrata	mastigophore	p	Carlgren, 1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Halcampidae	Halcampoides_purpureus	isorhiza	basitrichous	Carlgren, 1940; Gusmão & Rodriguez 2021		[=Halcampoides_purpurea]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Halcampidae	Halcampoides_purpureus	isorhiza	holotrichous	Gusmão & Rodriguez 2021		[=Halcampoides_purpurea]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Halcampidae	Halcampoides_purpureus	mastigophore	p	Carlgren, 1940		[=Halcampoides_purpurea]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Halcampidae	Halcampoides_purpureus	mastigophore	b	Gusmão & Rodriguez 2021		[=Halcampoides_purpurea]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Halcampidae	Halcampoides_purpureus	spirocyst		Carlgren, 1940		[=Halcampoides_purpurea]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Sagartiidae	Actinothoe_sphyrodeta						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Sagartiidae	Anthothoe_chilensis						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Actinostolidae	Paranthus_niveus	isorhiza	basitrichous	Gusmão & Rodriguez 2021			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Actinostolidae	Paranthus_niveus	isorhiza	holotrichous	Gusmão & Rodriguez 2021			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Actinostolidae	Paranthus_niveus	mastigophore	p	Gusmão & Rodriguez 2021			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Actinostolidae	Paranthus_niveus	mastigophore	b	Gusmão & Rodriguez 2021			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Actinostoloidea	Actinostolidae	Paranthus_niveus	spirocyst		Gusmão & Rodriguez 2021			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Sagartiidae	Verrillactis_paguri						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Aiptasia_couchii	isorhiza	basitrichous	Carlgren,1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Aiptasia_couchii	amastigophore		Carlgren,1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Aiptasia_couchii	spirocyst		Carlgren,1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Aiptasia_couchii	mastigophore	p	Carlgren,1949 per Laird, 2012			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Laviactis_lucida	isorhiza	basitrichous	Carlgren, 1940	[=Heteractis_lucida]		
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Laviactis_lucida	amastigophore		Carlgren, 1940	[=Heteractis_lucida]		
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Laviactis_lucida	spirocyst		Carlgren, 1940	[=Heteractis_lucida]		
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Bartholomea_annulata	isorhiza	basitrichous	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Bartholomea_annulata	mastigophore	p	Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Bartholomea_annulata	amastigophore		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Bartholomea_annulata	spirocyst		Carlgren, 1940			
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Bellactis_ilkalyseae						
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Exaiptasia_diaphana	isorhiza	holotrichous	Schmidt, 1974		[=Aiptasia_pulchella; Exaiptasia_pallida]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Exaiptasia_diaphana	isorhiza	basitrichous	Carlgren, 1949 per Laird, 2012		[=Aiptasia_pulchella; Exaiptasia_pallida]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Exaiptasia_diaphana	mastigophore	p	Schmidt, 1974; Carlgren, 1949 per Laird, 2012		[=Aiptasia_pulchella; Exaiptasia_pallida]	
Anthozoa	Hexacorallia	Actiniaria	Enthemonae	Metridioidea	Aiptasiidae	Exaiptasia_diaphana	amastigophore		Schmidt, 1974; Carlgren, 1949 per Laird, 2012		[=Aiptasia_pulchella; Exaiptasia_pallida]	
