Class	Subclass	Order	Suborder	Infraorder/Superfamily	Family	Species_list	Cnidocyte	Type	Reference	synonymous_names_ref	synonymous_names_origtree	notes
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Phyllangia_americana					[=Phyllangia_mouchezii]	
Anthozoa	Hexacorallia	Scleractinia	-	-	Meandrinidae	Meandrina_meandrites						
Anthozoa	Hexacorallia	Scleractinia	-	-	Meandrinidae	Eusmilia_fastigiata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Plerogyridae	Physogyra_lichtensteini						
Anthozoa	Hexacorallia	Scleractinia	-	-	Scleractinia incertae sedis	Leptastrea_bottae						
Anthozoa	Hexacorallia	Scleractinia	-	-	Fungiidae	Lobactis_scutaria					[=Fungia_scutaria]	
Anthozoa	Hexacorallia	Scleractinia	-	-	Fungiidae	Heliofungia_actiniformis	isorhiza	holotrichous	shostak, no citation	[=Fungia_actiniformis]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Fungiidae	Heliofungia_actiniformis	mastigophore	b	shostak, no citation	[=Fungia_actiniformis]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Fungiidae	Zoopilus_echinatus						
Anthozoa	Hexacorallia	Scleractinia	-	-	Oulastreidae	Oulastrea_crispata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Caryophyllia_inornata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Crispatotrochus_rugosus						
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Desmophyllum_dianthus						
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Desmophyllum_pertusum	isorhiza	holotrichous	Carlgren, 1940	[=Lophohelia_prolifera]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Desmophyllum_pertusum	mastigophore	b	Carlgren, 1940	[=Lophohelia_prolifera]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Desmophyllum_pertusum	mastigophore	p	Carlgren, 1940	[=Lophohelia_prolifera]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Caryophylliidae	Desmophyllum_pertusum	spirocyst		Carlgren, 1940	[=Lophohelia_prolifera]		
Anthozoa	Hexacorallia	Scleractinia	-	-	Pocilloporidae	Madracis_pharensis						
Anthozoa	Hexacorallia	Scleractinia	-	-	Pocilloporidae	Pocillopora_damicornis						
Anthozoa	Hexacorallia	Scleractinia	-	-	Pocilloporidae	Pocillopora_meandrina						
Anthozoa	Hexacorallia	Scleractinia	-	-	Pocilloporidae	Stylophora_pistillata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Oculinidae	Madrepora_oculata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Merulinidae	Platygyra_daedalea						
Anthozoa	Hexacorallia	Scleractinia	-	-	Merulinidae	Leptoria_phrygia						
Anthozoa	Hexacorallia	Scleractinia	-	-	Fungiacyathidae	Fungiacyathus_marenzelleri						
Anthozoa	Hexacorallia	Scleractinia	-	-	Turbinoliidae	Tropidocyathus_labidus						
Anthozoa	Hexacorallia	Scleractinia	-	-	Merulinidae	Hydnophora_exesa						
Anthozoa	Hexacorallia	Scleractinia	-	-	Agariciidae	Pavona_varians						
Anthozoa	Hexacorallia	Scleractinia	-	-	Merulinidae	Echinopora_lamellosa						
Anthozoa	Hexacorallia	Scleractinia	-	-	Dendrophylliidae	Balanophyllia_regia						
Anthozoa	Hexacorallia	Scleractinia	-	-	Dendrophylliidae	Tubastraea_coccinea					[=Tubastraea_aurea]	
Anthozoa	Hexacorallia	Scleractinia	-	-	Dendrophylliidae	Leptopsammia_pruvoti						
Anthozoa	Octocorallia	Alcyonacea			Parasphaerascleridae	Parasphaerasclera_aurea					[=Enallopsammia_rostrata]	
Anthozoa	Hexacorallia	Scleractinia	-	-	Dendrophylliidae	Turbinaria_peltata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Goniopora_columna						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Goniopora_planulata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Goniopora_stokesi						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Goniopora_gracilis						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Goniopora_pedunculata					[=Goniopora_minor]	
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_astreoides	isorhiza	holotrichous	Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_astreoides	mastigophore	p	Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_astreoides	mastigophore	b	Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_astreoides	spirocyst		Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_compressa						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_cylindrica						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_lobata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_nigrescens						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_lutea	isorhiza	holotrichous	Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_lutea	mastigophore	p	Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_lutea	spirocyst		Thomason & Brown, 1986			
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_branneri						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_porites						
Anthozoa	Hexacorallia	Scleractinia	-	-	Poritidae	Porites_divaricata						
Anthozoa	Hexacorallia	Scleractinia	-	-	Gardineriidae	Gardineria_hawaiiensis						
Anthozoa	Hexacorallia	Scleractinia	-	-	Gardineriidae	Gardineria_paradoxa						
Anthozoa	Hexacorallia	Scleractinia	-	-	Micrabaciidae	Letepsammia_formosissima						
Anthozoa	Hexacorallia	Scleractinia	-	-	Micrabaciidae	Rhombopsammia_niphada						
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_osculifera	isorhiza	atrichous	Carlgren, 1949 per Laird, 2012	[=Orinia_torpida]	[=Actinotryx_sanctithomae]	
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_osculifera	isorhiza	holotrichous	Schmidt, 1974; Laird, 2012	[=Orinia_torpida]	[=Actinotryx_sanctithomae]	
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_osculifera	mastigophore	b	Schmidt, 1974; Laird, 2012	[=Orinia_torpida]	[=Actinotryx_sanctithomae]	
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_osculifera	mastigophore	p	Schmidt, 1974; Laird, 2012	[=Orinia_torpida]	[=Actinotryx_sanctithomae]	
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_neglecta						
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_nummiforme	isorhiza	holotrichous	Schmidt, 1974	[=Actinodiscus_nummiformis]		
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_nummiforme	mastigophore	p	Schmidt, 1974	[=Actinodiscus_nummiformis]		
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_nummiforme	mastigophore	b	Schmidt, 1974	[=Actinodiscus_nummiformis]		
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_nummiforme	spirocyst		Schmidt, 1974	[=Actinodiscus_nummiformis]		
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Discosoma_nummiforme	isorhiza	atrichous	Schmidt, 1974	[=Actinodiscus_nummiformis]		
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Amplexidiscus_fenestrafer						
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Platyzoanthus_mussoides					[=Rhodactis_mussoides]	
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_rhodostoma	isorhiza	atrichous	Laird, 2012			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_rhodostoma	isorhiza	holotrichous	Laird, 2012			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Discosomidae	Rhodactis_rhodostoma	mastigophore		Laird, 2012			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Ricordeidae	Ricordea_florida	isorhiza	holotrichous	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Ricordeidae	Ricordea_florida	mastigophore	p	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Ricordeidae	Ricordea_florida	spirocyst		Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corallimorphus_pilatus						
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_californica	isorhiza	atrichous	Carlgren, 1949 per Laird, 2012			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_californica	isorhiza	holotrichous	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_californica	mastigophore	b	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_californica	mastigophore	p	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_californica	spirocyst		Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_viridis	isorhiza	atrichous	Carlgren, 1949 per Laird, 2012			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_viridis	isorhiza	holotrichous	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_viridis	mastigophore	b	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_viridis	mastigophore	p	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corynactis_viridis	spirocyst		Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corallimorphus_profundus	isorhiza	holotrichous	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corallimorphus_profundus	mastigophore	b	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corallimorphus_profundus	mastigophore	p	Carlgren, 1949			
Anthozoa	Hexacorallia	Corallimorpharia	-	-	Corallimorphidae	Corallimorphus_profundus	spirocyst		Carlgren, 1949			
Anthozoa	Hexacorallia	Actiniaria			Relicanthidae	Relicanthus_daphneae				[=Boloceroides_daphneae]		
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Acrozoanthus_australiae						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_kuroshio						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_vietnamensis						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_gigantus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_solanderi						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_pulchellus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_sociatus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Zoanthus_sansibaricus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Zoanthidae	Isaurus_tuberculatus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_caribaeorum						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_grandiflora						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_mizigama						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_umbrosa						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Sphenopus_marsupialis						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_tuberculosa	isorhiza	holotrichous	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_tuberculosa	mastigophore	b	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_tuberculosa	spirocyst		Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_mutuki						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_grandis						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_heliodiscus						
Anthozoa	Hexacorallia	Zoantharia	Brachycnemina	-	Sphenopidae	Palythoa_variabilis						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Hydrozoanthidae	Hydrozoanthus_tunicans					[=Parazoanthus_tunicans]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Hydrozoanthidae	Terrazoanthus_californicus					[=Epizoanthus_californicus]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Hydrozoanthidae	Terrazoanthus_minutus					[=Epizoanthus_minutus]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Hydrozoanthidae	Hydrozoanthus_gracilis						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_gracilis						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Hydrozoanthidae	Terrazoanthus_patagonichus					[=Epizoanthus_patagonichus]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Antipathozoanthus_macaronesicus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Bullagummizoanthus_emilyacadiaarum						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Hurlizoanthus_parrishi						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Kauluzoanthus_kerbyi						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Corallizoanthus_tsukaharai						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Kulamanamana_haumeaae						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Savalia_savaglia	isorhiza	holotrichous	Schmidt, 1974	[=Gerardia_savaglia]		
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Savalia_savaglia	mastigophore	b	Schmidt, 1974	[=Gerardia_savaglia]		
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Savalia_savaglia	spirocyst		Schmidt, 1974	[=Gerardia_savaglia]		
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Zibrowius_ammophilus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_cutressi					[=Epizoanthus_cutressi]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Bergia_puertoricense					[=Parazoanthus_puertoricense]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Bergia_catenularis					[=Parazoanthus_catenularis]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_anguicomus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_axinellae	isorhiza	holotrichous	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_axinellae	mastigophore	b	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_axinellae	mastigophore	p	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_axinellae	spirocyst		Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Umimayanthus_chanpuru						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_capensis						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_juanfernandezii						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_elongatus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Umimayananthus_parasiticus					[=Parazoanthus_parasiticus]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Umimayanthus_miyabi						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Umimayanthus_nakama						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Parazoanthus_swiftii						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Mesozoanthus_fossii						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Microzoanthidae	Microzoanthus_kagerou						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Microzoanthidae	Microzoanthus_occultus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Nanozoanthidae	Nanozoanthus_harenaceus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Parazoanthidae	Isozoanthus_giganteus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_arenaceus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_couchii	isorhiza	holotrichous	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_couchii	mastigophore	b	Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_couchii	spirocyst		Schmidt, 1974			
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_vagus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_fiordicus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_papillosus					[=Epizoanthus_incrustatus]	
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_scotinus						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_paguricola						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_lindhali						
Anthozoa	Hexacorallia	Zoantharia	Macrocnemina	-	Epizoanthidae	Epizoanthus_illoricatus						
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_campanulata	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_campanulata	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_vanhoeffeni						
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_corbini	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_corbini	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_cruciformis						
Staurozoa	-	Stauromedusae	Amyostaurida	-	Kishinouyeidae	Calvadosia_cruxmelitensis						
Staurozoa	-	Stauromedusae	Amyostaurida	-	Craterolophidae	Craterolophus_convolvulus	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Amyostaurida	-	Craterolophidae	Craterolophus_convolvulus	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Lipkeidae	Lipkea_ruspoliana						
Staurozoa	-	Stauromedusae	Myostaurida	-	Lucernariidae	Lucernaria_bathyphila						
Staurozoa	-	Stauromedusae	Myostaurida	-	Lucernariidae	Lucernaria_janetae						
Staurozoa	-	Stauromedusae	Myostaurida	-	Lucernariidae	Lucernaria_sainthilairei						
Staurozoa	-	Stauromedusae	Myostaurida	-	Lucernariidae	Lucernaria_quadricornis	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Lucernariidae	Lucernaria_quadricornis	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Depastromorpha_africana						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_antarcticus					[=Microhydrula_limopsicola]	
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_sanjuanensis						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_stejnegeri	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_stejnegeri	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_californiensis						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_borealis						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_tenuis						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_inabai	isorhiza		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_inabai	eurytele		Calder, 1983			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Haliclystus_octoradiatus						
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Manania_gwilliami	isorhiza	atrichous	Larson & Fautin, 1989			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Manania_gwilliami	eurytele		Larson & Fautin, 1989			
Staurozoa	-	Stauromedusae	Myostaurida	-	Haliclystidae	Manania_uchidai						
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	-	Catostylidae	Catostylus_mosaicus	isorhiza	holotrichous	Peach, M. B., & Pitt, K. A. (2005). Morphology of the nematocysts of the medusae of two scyphozoans, Catostylus mosaicus and Phyllorhiza punctata (Rhizostomeae): implications for capture of prey. Invertebrate Biology, 124(2), 98-108.			
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	-	Catostylidae	Catostylus_mosaicus	birhopaloid		Peach, M. B., & Pitt, K. A. (2005). Morphology of the nematocysts of the medusae of two scyphozoans, Catostylus mosaicus and Phyllorhiza punctata (Rhizostomeae): implications for capture of prey. Invertebrate Biology, 124(2), 98-108.			
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	-	Catostylidae	Crambionella_orsini						
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_andromeda	isorhiza	atrichous	Klug et al 1988			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_andromeda	eurytele		Klug et al 1988; Heins et al 2015			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_andromeda	isorhiza	holotrichous	Heins et al 2015			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_andromeda	birhopaloid	 heterotrichous	Heins et al 2015			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_ornata						
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_xamachana	isorhiza	homotrichous	Ames et al 2020			*originally O-isorhiza, retermed homotrichous per Colin & Costello 2007
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_xamachana	isorhiza	homotrichous	Ames et al 2020			*originally a-isorhiza, retermed homotrichous per Colin & Costello 2007
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_xamachana	birhopaloid		Ames et al 2020			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Kampylomyaria	Cassiopeidae	Cassiopea_xamachana	eurytele		Ames et al 2020			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Krykomyaria	Mastigiidae	Mastigias_papua			Nurasmi et al 2021			found_an_article_for_them,_firefox_does_not_trust_certificate
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Krykomyaria	Mastigiidae	Phyllorhiza_punctata	isorhiza	holotrichous	Peach & Pitt, 2005; Cengiz & Killi 2021			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Krykomyaria	Mastigiidae	Phyllorhiza_punctata	birhopaloid		Peach & Pitt, 2005; Cengiz & Killi 2021			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Krykomyaria	Mastigiidae	Phyllorhiza_punctata	eurytele		Cengiz & Killi 2021			
Scyphozoa	Discomedusae	Rhizostomeae	Kolpophorae	Krykomyaria	Mastigiidae	Phyllorhiza_punctata	stenotele		Cengiz & Killi 2021			
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	Rhizostomatoidea	Stomolophidae	Stomolophus_meleagris	isorhiza	holotrichous	Calder, 1983			
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	Rhizostomatoidea	Stomolophidae	Stomolophus_meleagris	eurytele		Calder, 1983			
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Ulmaridae	Aurelia_aurita	isorhiza	atrichous	Russell,1970; Calder, 1971; Calder, 1983; Kitatani ea 2015; Gold et al 2019			
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Ulmaridae	Aurelia_aurita	isorhiza	homotrichous	Calder, 1977; Killi et al 2020			*originally a-isorhiza, retermed homotrichous per Colin & Costello 2007
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Ulmaridae	Aurelia_aurita	eurytele		Russell,1970; Calder, 1971; Calder, 1977; Calder, 1983; Kitatani ea 2015; Gold et al 2019; Killi et al 2020			
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Ulmaridae	Aurelia_labiata	eurytele		Purcell, 2003			
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Ulmaridae	Aurelia_limbata						
Scyphozoa	Discomedusae	Semaeostomeae	-	-	Phacellophoridae	Phacellophora_camtschatica						
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	Rhizostomatoidea	Rhizostomatidae	Nemopilema_nomurai						
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	Rhizostomatoidea	Rhizostomatidae	Rhopilema_esculentum						
Scyphozoa	Discomedusae	Rhizostomeae	Dactyliophorae	Rhizostomatoidea	Rhizostomatidae	Rhopilema_verrilli	isorhiza	atrichous	Calder, 1973; Calder, 1983			
