Class	Species	Cnidocyte	Descriptor	Reference
Hydrozoa	Eutonina_indicans	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutonina_indicans	isorhiza	atrichous	Purcell & Mills, 1988; Bouillon et al, 2004
Hydrozoa	Eutonina_indicans	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004; Purcell & Mills, 1988 says ABSENT
Hydrozoa	Eutonina_indicans	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Forskalia_asymmetrica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Forskalia_edwardsi	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Forskalia_formosa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Forskalia_tholoides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Gangliostoma_guangdongensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Gangliostoma_guangdongensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Gangliostoma_guangdongensis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Geryonia_proboscidalis	isorhiza	atrichous	Weill, 1934; Bouillon, 1985
Hydrozoa	Geryonia_proboscidalis	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Gonothyraea_inornata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Gonothyraea_inornata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Gonothyraea_loveni	isorhiza	basitrichous	Ito & Inoue,1962; Ostman, 1982, 1984; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Gonothyraea_loveni	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Gonothyraea_loveni	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_beanii	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_beanii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_halecinum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_halecinum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_incertus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_incertus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_labrosum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_labrosum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_lenticulare	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_lenticulare	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_mediterraneum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_mediterraneum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_muricatum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_muricatum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Halecium_pusillum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Halecium_pusillum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Haliscera_conica	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Halistemma_rubrum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hataia_parva	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hataia_parva	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Hebella_venusta	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_brevistyla	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_brevistyla	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_brevistyla	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_malayensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_malayensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Helgicirrha_malayensis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Hybocodon_chilensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hybocodon_chilensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Hydra_canadensis	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_canadensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_canadensis	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_circumcincta	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_circumcincta	isorhiza	atrichous	Weill, 1934; Werner, 1965; Zumstein & Tardent, 1971; Bode & Flick, 1976; Tardent et al., 1985; Klug et al., 1988; Bouillon et al, 2004
Hydrozoa	Hydra_circumcincta	isorhiza	holotrichous	Weill, 1934; Werner, 1965; Zumstein & Tardent, 1971; Bode & Flick, 1976; Tardent et al., 1985; Klug et al., 1988; Bouillon et al, 2004
Hydrozoa	Hydra_hymanae	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_hymanae	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_hymanae	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oligactis	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oligactis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oligactis	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oxycnida	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oxycnida	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_oxycnida	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_polymorphus	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_polymorphus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_polymorphus	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_robusta	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_robusta	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_robusta	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_sinensis	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_sinensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_sinensis	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_utahensis	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_utahensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_utahensis	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_viridissima	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_viridissima	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_viridissima	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_vulgaris	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Hydra_vulgaris	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydra_vulgaris	isorhiza	holotrichous	Bouillon et al, 2004
Hydrozoa	Hydractinia_echinata	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Hydractinia_symbiolongicarpus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Hydrallmania_falcata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydrallmania_falcata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Hydranthea_margarica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Hydranthea_margarica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Hydranthea_margarica	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Hydrissa_sodalis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Idiellana_pristis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Idiellana_pristis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Janaria_mirabilis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Laomedea_calceolifera	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Laomedea_calceolifera	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Laomedea_flexuosa	isorhiza	atrichous	Weill, 1934; Ito & Inoue,1962; Bouillon, 1985; Ostman, 1983; Bouillon et al, 2004
Hydrozoa	Laomedea_flexuosa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Laomedea_flexuosa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Leuckartiara_octona	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Leuckartiara_octona	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Liriope_tetraphylla	isorhiza	atrichous	Weill, 1934; Bouillon, 1985
Hydrozoa	Liriope_tetraphylla	isorhiza	apotrichous	Bouillon et al, 2004
Hydrozoa	Lovenella_assimilis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Lovenella_assimilis	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Lovenella_assimilis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Lovenella_gracilis	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Lovenella_gracilis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Lovenella_gracilis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Lovenella_gracilis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Lytocarpia_canepa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Macrorhynchia_philippina	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Macrorhynchia_phoenicea	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Malagazzia_carolinae	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Malagazzia_carolinae	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Marrus_orthocanna	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Melicertum_octocostatum	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Melicertum_octocostatum	isorhiza	basitrichous	Mackie & Mackie (63?); Bouillon et al, 2004
Hydrozoa	Mitrocomella_brownei	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Mitrocomella_brownei	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Mitrocomella_brownei	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Mitrocomella_niwai	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Mitrocomella_niwai	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Moerisia_inkermanica	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Moerisia_inkermanica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Nanomia_bijuga	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Nemalecium_lighti	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Nemalecium_lighti	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Nemertesia_antennina	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Neoturris_breviconis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Neoturris_breviconis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Obelia_bidentata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Obelia_bidentata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Obelia_dichotoma	isorhiza	atrichous	Ostman, 1979; Bouillon et al, 2004
Hydrozoa	Obelia_dichotoma	isorhiza	basitrichous	Ostman, 1983; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Obelia_dichotoma	isorhiza	atrichous	Ostman 1983; Bouillon et al, 2004
Hydrozoa	Obelia_dichotoma	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Obelia_geniculata	isorhiza	basitrichous	Weill 1934; Bouillon et al, 2004
Hydrozoa	Obelia_geniculata	isorhiza	atrichous	Ostman, 1982, 1983; Bouillon et al, 2004
Hydrozoa	Obelia_geniculata	isorhiza	basitrichous	Weill, 1934; Ostman, 1983; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Obelia_geniculata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Obelia_longissima	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Obelia_longissima	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Octophialucium_indicum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Octophialucium_indicum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Octophialucium_medium	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Octophialucium_medium	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Odessia_maeotica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Odessia_maeotica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Olindias_formosus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Olindias_formosus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Olindias_muelleri	isorhiza	atrichous	Bouillon, 1985; 2004
Hydrozoa	Olindias_muelleri	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Olindias_sambaquiensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Olindias_sambaquiensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Opercularella_lacerata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Opercularella_lacerata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_caliculata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_caliculata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_crenata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_crenata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_everta	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_everta	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_integra	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_integra	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_mianzani	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_mianzani	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_sargassicola	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Orthopyxis_sargassicola	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Pantachogon_haeckeli	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Pennaria_disticha	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Phialella_quadrata	isorhiza	basitrichous	Russell, 1970; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Physalia_physalis	isorhiza	atrichous	Weill 1930; Bouillon et al, 2004
Hydrozoa	Physalia_physalis	isorhiza	atrichous	Weill 1930; Bouillon et al, 2004
Hydrozoa	Physalia_physalis	isorhiza	holotrichous	Hessinger & Ford, 1988
Hydrozoa	Physalia_physalis	isorhiza	holotrichous	Hessinger & Ford, 1988
Hydrozoa	Plumularia_duseni	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_filicaulis	isorhiza	atrichous	Ito & Inoue,1962; Bouillon, 1985
Hydrozoa	Plumularia_habereri	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_hyalina	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_lagenifera	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_margaretta	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_mooreana	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_obliqua	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_pulchella	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_setacea	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_setaceoides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_spiralis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Plumularia_strictocarpa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Podocoryna_borealis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Podocoryna_carnea	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Podocoryna_exigua	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Podocoryna_hayamaensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Podocoryna_pruvoti	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Polyorchis_haplus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Polyorchis_haplus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Polyorchis_penicillatus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Polyorchis_penicillatus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Porpita_porpita	isorhiza	atrichous	Bouillon, 1985
Hydrozoa	Ralpharia_gorgoniae	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ralpharia_gorgoniae	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Rhacostoma_atlanticum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Rhacostoma_atlanticum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Rhacostoma_atlanticum	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Rhizocaulus_verticillatus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Rhizocaulus_verticillatus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Rhopalonema_velatum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Salacia_desmoides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Salacia_desmoides	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_apicula	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_apicula	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_lovenii	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_lovenii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_princeps	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_princeps	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_striata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_striata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_tubulosa	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Sarsia_tubulosa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sarsia_tubulosa	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004; Purcell & Mills, 1988 says ABSENT
Hydrozoa	Schuchertinia_altispina	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Schuchertinia_conchicola	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Schuchertinia_milleri	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Scolionema_suvaense	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Scolionema_suvaense	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Scrippsia_pacifica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Scrippsia_pacifica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularella_distans	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularella_distans	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Sertularia_argentea	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_argentea	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_cupressina	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_cupressina	isorhiza	basitrichous	Weill, 1934; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Sertularia_marginata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_marginata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_moluccana	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_moluccana	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_perpusilla	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_perpusilla	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_tumida	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_tumida	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_turbinata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Sertularia_turbinata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Silicularia_rosea	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Silicularia_rosea	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Slabberia_halterata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Slabberia_halterata	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Solmissus_marshalli	isorhiza	atrichous	Bouillon, 1985; Purcell & Mills, 1988
Hydrozoa	Solmissus_marshalli	isorhiza	apotrichous	Purcell & Mills, 1988; Bouillon et al, 2004
Hydrozoa	Solmundella_bitentaculata	isorhiza	apotrichous	Bouillon, 1985
Hydrozoa	Sphaerocoryne_agassizii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_gemmifera	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_gemmifera	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_nipponica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_nipponica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_ophiogaster	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_ophiogaster	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_producta	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_producta	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_reesi	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Stauridiosarsia_reesi	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Staurodiscus_gotoi	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Sympagohydra_tuuli	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Taxella_gracilicaulus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tetraplatia_volitans	isorhiza	atrichous	Collins et al. 2006
Hydrozoa	Tetraplatia_volitans	isorhiza	atrichous	
Hydrozoa	Thuiaria_thuja	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Thuiaria_thuja	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tiaricodon_coeruleus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tiaropsidium_kelseyi	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tiaropsis_multicirrata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tima_formosa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Tima_formosa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Tima_formosa	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Tubularia_indivisa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Tubularia_indivisa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Varitentacula_yantaiensis	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Velella_velella	isorhiza	atrichous	Bouillon, 1985; Purcell et al, 1988
Hydrozoa	Zanclea_costata	isorhiza	atrichous	Weill, 1934; Ito & Inoue, 1962
Hydrozoa	Zyzzyzus_warreni	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Zyzzyzus_warreni	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Zyzzyzus_warreni	isorhiza	basitrichous	Bouillon et al, 2004
Scyphozoa	Atolla_vanhoeffeni	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Atolla_wyvillei	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Aurelia_aurita	isorhiza	atrichous	Russell,1970; Calder, 1971; Calder, 1983; Gold et al 2019
Scyphozoa	Aurelia_aurita	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Cassiopea_andromeda	isorhiza	homotrichous	Heins et al. 2015
Scyphozoa	Cassiopea_andromeda	isorhiza	homotrichous	Heins et al. 2015
Scyphozoa	Cassiopea_ornata	isorhiza	homotrichous	Lampert, 2016
Scyphozoa	Cassiopea_ornata	isorhiza	homotrichous	Lampert, 2016
Scyphozoa	Cassiopea_xamachana	isorhiza	homotrichous	Ames et al 2020
Scyphozoa	Cassiopea_xamachana	isorhiza	homotrichous	Ames et al 2020
Scyphozoa	Catostylus_mosaicus	isorhiza	holotrichous	Peach, M. B., & Pitt, K. A. (2005). Morphology of the nematocysts of the medusae of two scyphozoans, Catostylus mosaicus and Phyllorhiza punctata (Rhizostomeae): implications for capture of prey. Invertebrate Biology, 124(2), 98-108.
Scyphozoa	Chrysaora_hysoscella	isorhiza	atrichous	Russell,1970; Calder, 1983
Scyphozoa	Chrysaora_quinquecirrha	isorhiza	atrichous	Russell, 1970; Calder, 1971; Calder, 1983; Hessinger, 1988; Klug et al 1988
Scyphozoa	Chrysaora_quinquecirrha	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Chrysaora_quinquecirrha	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Chrysaora_quinquecirrha	isorhiza	holotrichous	Russell, 1970; Calder, 1971; Calder, 1983; Hessinger, 1988; Klug et al 1988
Scyphozoa	Cyanea_capillata	isorhiza	atrichous	Russell, 1970; Calder, 1971; Calder, 1983
Scyphozoa	Cyanea_capillata	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Cyanea_capillata	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Cyanea_capillata	isorhiza	homotrichous	Calder, 1977
Scyphozoa	Cyanea_capillata	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Nausithoe_atlantica	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Pelagia_noctiluca	isorhiza	atrichous	Russell,1970; Calder, 1983
Scyphozoa	Pelagia_noctiluca	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Periphylla_periphylla	isorhiza	holotrichous	Russell, 1970
Scyphozoa	Phyllorhiza_punctata	isorhiza	holotrichous	Peach, M. B., & Pitt, K. A. (2005). Morphology of the nematocysts of the medusae of two scyphozoans, Catostylus mosaicus and Phyllorhiza punctata (Rhizostomeae): implications for capture of prey. Invertebrate Biology, 124(2), 98-108.
