Class	Species	Cnidocyte	Descriptor	Reference
Hydrozoa	Codonium_proliferum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Codonium_proliferum	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_bigelowi	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_bigelowi	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_bigelowi	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Corymorpha_bigelowi	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Corymorpha_glacialis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_glacialis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_groenlandica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_groenlandica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_nutans	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_nutans	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_pendula	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_pendula	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_sarsii	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Corymorpha_sarsii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_cliffordi	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_cliffordi	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_epizoica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_epizoica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_eximia	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_eximia	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_muscoides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_muscoides	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_pintneri	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_pintneri	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_pusilla	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_pusilla	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Coryne_uchidai	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Coryne_uchidai	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Craspedacusta_sinensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Craspedacusta_sinensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Craspedacusta_sowerbii	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Craspedacusta_sowerbii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Crossota_rufobrunnea	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Dentitheca_bidentata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Diphasia_fallax	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Diphasia_fallax	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Dynamena_crisioides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Dynamena_crisioides	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Dynamena_pumila	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Dynamena_pumila	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Earleria_panicula	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Earleria_panicula	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_crocea	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_crocea	isorhiza	basitrichous	Weill, 1934; Ito & Inoue, 1962; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Ectopleura_crocea	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_dumortierii	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_dumortierii	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_larynx	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_larynx	isorhiza	basitrichous	Ito & Inoue, 1962; Bouillon et al, 2004
Hydrozoa	Ectopleura_larynx	isorhiza	basitrichous	Weill, 1934; Bouillon, 1985
Hydrozoa	Ectopleura_marina	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_marina	isorhiza	basitrichous	Weill, 1934; Ito & Inoue, 1962; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Ectopleura_marina	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_obypa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_obypa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_wrighti	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Ectopleura_wrighti	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_brevistylus	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_brevistylus	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_brevistylus	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_ceylonensis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_ceylonensis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_ceylonensis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_hexanemalis	isorhiza	atrichous	Bouillon, 1984(p4); Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eirene_hexanemalis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_hexanemalis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_hexanemalis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_kambara	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_kambara	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_kambara	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_lacteoides	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_lacteoides	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_lacteoides	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_menoni	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_menoni	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_menoni	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_pyramidalis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eirene_pyramidalis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_pyramidalis	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eirene_viridula	isorhiza	atrichous	Russell, 1970; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eirene_viridula	isorhiza	basitrichous	Russell, 1970; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eirene_viridula	isorhiza	atrichous	Weill, 1934; Russell, 1970; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eirene_viridula	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eirene_viridula	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_bakeri	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_bakeri	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_bakeri	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_maculata	isorhiza	atrichous	Russell, 1970; Bouillon, 1985
Hydrozoa	Eucheilota_maculata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_maculata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_maculata	isorhiza	basitrichous	Werner, 1968b; Russell, 1970; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eucheilota_maculata	isorhiza	merotrichous	Russell, 1970; Bouillon et al, 2004
Hydrozoa	Eucheilota_menoni	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_menoni	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eucheilota_menoni	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eudendrium_californicum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eudendrium_capillare	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eudendrium_caraiuru	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eudendrium_carneum	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eudendrium_glomeratum	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eudendrium_racemosum	isorhiza	atrichous	Ito & Inoue 1962 acc to Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eugymnanthea_inquilina	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eugymnanthea_inquilina	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eugymnanthea_inquilina	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eugymnanthea_inquilina	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eugymnanthea_japonica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eugymnanthea_japonica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eugymnanthea_japonica	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_aurata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_aurata	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Euphysa_aurata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_aurata	isorhiza	basitrichous	Werner, 1965; Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Euphysa_intermedia	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_intermedia	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_japonica	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_japonica	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_japonica	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Euphysa_tentaculata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_tentaculata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Euphysa_tentaculata	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_curva	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_curva	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_curva	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eutima_diademata	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_diademata	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_diademata	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eutima_gegenbauri	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_gegenbauri	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_gegenbauri	isorhiza	merotrichous	Russell, 1970; Bouillon, 1985 acc to Werner
Hydrozoa	Eutima_gegenbauri	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_gegenbauri	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_gracilis	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_gracilis	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_gracilis	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_gracilis	isorhiza	basitrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_gracilis	isorhiza	merotrichous	Bouillon, 1985 acc to Werner
Hydrozoa	Eutima_levuka	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_levuka	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_levuka	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eutima_sapinhoa	isorhiza	atrichous	Bouillon, 1985; Bouillon et al, 2004
Hydrozoa	Eutima_sapinhoa	isorhiza	basitrichous	Bouillon et al, 2004
Hydrozoa	Eutima_sapinhoa	isorhiza	atrichous	Bouillon et al, 2004
Hydrozoa	Eutima_sapinhoa	isorhiza	merotrichous	Bouillon et al, 2004
Hydrozoa	Eutonina_indicans	isorhiza	atrichous	Werner, 1968b
Hydrozoa	Eutonina_indicans	isorhiza	atrichous	Werner, 1968b; Bouillon et al, 2004
